Marca,Coleção,Segmento,Ano/série/Módulo,Volume,Componente,Código,Nome,Categoria,Ativo no bigodão?,Avaliações,Coluna1,Link,Tipologia,Escala de qualidade,Nota,SAMR,Sugestões de melhorias ou observações sobre a exclusão,Reutilizado?,Onde?,Reaproveitado em algum material em 2025/2026?,
SAE,-,-,-,-,-,EI21_4A_L2_U1_01_OD3,Espaços da cidade,-,NÃO,,https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EI21_4A_L2_U1_01_OD3,-,-,-,-,-,-,-,,
SAE,2024,AF,9,L2,MAT,EF22_9_MAT_L2_U5_02_OD1,Tales,-,NÃO,"3,4",https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF22_9_MAT_L2_U5_02_OD1,-,,,,,,,,
SAE,2024,AI,5,L1,MAT,EF22_5_MAT_L1_U2_02_OD1,Medidas de Comprimento,-,SIM,"4,021",https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF22_5_MAT_L1_U2_02_OD1,Quiz,,,,,,,,
SAE,2024,AF,7,L1,ESP,EF22_7_ESP_L1_U4_02_OD1,Pronombres complemento,-,NÃO,4,https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF22_7_ESP_L1_U4_02_OD1,-,,,,,,,,
SAE,2024,AI,4,L4,GEO,EF22_4_GEO_L4_U4_03_OD1,Formação das cidades,-,NÃO,"3,816",https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF22_4_GEO_L4_U4_03_OD1,-,,,,,,,,
SAE,2024,AI,1,L4,ING,EF22_1_ING_L4_U3_01_OD2,WHAT’S THE CORRECT COLOR?,-,SIM,4,https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF22_1_ING_L4_U3_01_OD2,-,Adequado,8,Ampliação,"Incluir locução dos nomes das cores, feedback final em inglês.",,,,
SAE,2024,AF,9,L3,ING,EF21_9_ING_L3_U6_01_OD1,DIRECT AND INDIRECT SPEECH,-,NÃO,"3,333",https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF21_9_ING_L3_U6_01_OD1,-,,,,,,,,
SAE,2024,AI,5,L2,ING,EF22_5_ING_L2_U2_01_OD2,Days of the week,-,NÃO,,https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF22_5_ING_L2_U2_01_OD2,-,,,,,,,,
SAE,2024,AI,4,L3,ING,EF21_4_ING_L3_U2_01_OD1,PARTS OF THE HOUSE,-,NÃO,5,https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF21_4_ING_L3_U2_01_OD1,-,,,,,,,,
SAE,-,-,-,-,-,EI21_5A_L2_U3_01_OD3,Sequência de cores,-,NÃO,,https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EI21_5A_L2_U3_01_OD3,-,-,-,-,-,-,-,,
SAE,2024,AI,4,L1,FIL,EF22_4_FIL_L1_U1_03_OD1,Falácias lógicas,-,SIM,"4,8",https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF22_4_FIL_L1_U1_03_OD1,Quiz,,,,,,,,
SAE,2024,AF,6,L3,GEO,EF21_6_GEO_L3_U6_01_OD1,Densidade demográfica,-,SIM,"4,328",https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF21_6_GEO_L3_U6_01_OD1,-,Reprovado,N/A,N/A,Não há vantagem sobre o impresso,,,,
SAE,2024,AI,4,L2,ART,EF22_4_ART_L2_U2_04_OD1,Que dança é essa?,-,NÃO,"3,4",https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF22_4_ART_L2_U2_04_OD1,Game educacional,,,,,,,,
SAE,2024,AF,9,L2,FIS,EF22_9_FIS_L2_U3_02_OD2,Alavancas e suas aplicações,-,SIM,,https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF22_9_FIS_L2_U3_02_OD2,-,,,,,,,,
SAE,2024,AF,9,L1,FIS,EF22_9_FIS_L1_U2_03_OD2,Conservação de Energia,-,SIM,,https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF22_9_FIS_L1_U2_03_OD2,-,,,,,,,,
SAE,2024,AI,4,L1,ING,EF22_4_ING_L1_U2_02_OD2,PREPOSITIONS OF PLACE,-,NÃO,"3,733",https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF22_4_ING_L1_U2_02_OD2,-,,,,,,,,
SAE,2024,AF,7,L3,HIS,EF21_7_HIS_L3_U6_01_OD1,O açúcar na colonização brasileira,-,SIM,"4,414",https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF21_7_HIS_L3_U6_01_OD1,-,Reprovado,N/A,N/A,Não há vantagem sobre o impresso.,,,,
SAE,2024,AF,9,L3,FIL,EF21_9_FIL_L3_U3_02_OD1,Refletindo sobre o totalitarismo (nazismo),-,NÃO,"3,571",https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF21_9_FIL_L3_U3_02_OD1,-,,,,,,,,
SAE,2024,AI,5,L1,MAT,EF23_5_MAT_L1_U1_02_OD2,Ordens e Classes,-,SIM,"4,455",https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF23_5_MAT_L1_U1_02_OD2,-,,,,,,,,
SAE,2024,AI,2,L1,POR,EF22_2_POR_L1_U2_03_OD1,Brinquedos feitos com sucatas,-,NÃO,"3,7",https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF22_2_POR_L1_U2_03_OD1,Vídeo,Reprovado,N/A,N/A,Não há vantagem sobre o impresso e apresenta conteúdo obsoleto (IESDE).,,,,
SAE,2024,AI,5,L3,ING,EF21_5_ING_L3_U1_01_OD1,Numbers up to 1000,-,NÃO,,https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF21_5_ING_L3_U1_01_OD1,-,,,,,,,,
SAE,2024,AI,3,L3,EDF,EF21_3_EDF_L3_U3_01_OD2,Conhecendo as danças brasileiras,-,NÃO,"3,833",https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF21_3_EDF_L3_U3_01_OD2,-,Reprovado,N/A,N/A,Atividade confusa e pouco significativa.,,,,
SAE,2024,AI,2,L1,EDF,EF22_2_EDF_L1_U1_01_OD2,Circuito motor,-,NÃO,"4,714",https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF22_2_EDF_L1_U1_01_OD2,Jogo da Memória,Reprovado,N/A,N/A,Pouca relevância pedagógica,,,,
SAE,2024,AI,1,L3,ING,EF21_1_ING_L3_U2_01_OD2,BIG AND SMALL PETS,-,SIM,1,https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF21_1_ING_L3_U2_01_OD2,-,Adequado,6,Ampliação,"Incluir outros animais grandes, incluir locução para os nomes dos animais ao selecioná-los",,,,
SAE,2024,AF,9,L3,POR,EF21_9_POR_L3_U7_03_OD2,Concordância nominal e verbal,-,SIM,"3,5",https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF21_9_POR_L3_U7_03_OD2,-,,,,,,,,
SAE,2024,AI,3,L2,RED,EF22_3_RED_L2_B_05_OD1,Reconhecendo as estratégias argumentativas.,-,NÃO,,https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF22_3_RED_L2_B_05_OD1,-,Reprovado,N/A,N/A,Não há vantagem sobre o impresso. Tem texto demais para ser analisado em formato digital.,,,,
SAE,2024,AF,8,L2,MAT,EF23_8_MAT_L2_U4_02_OD1,Trinômio quadrado perfeito,-,NÃO,,https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF23_8_MAT_L2_U4_02_OD1,-,,,,,,,,
SAE,2024,AI,1,L3,CIE,EF21_1_CIE_L3_U3_02_OD1,Montando um prato saudável,-,SIM,"4,24",https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF21_1_CIE_L3_U3_02_OD1,-,Adequado,6,Substituição,"Carne vermelha não precisa ser lavada, segundo ambiente deve ser a pia em vez de caixa do mercado, título deve ser trocado, correlacionar o hábito de lavar os alimentos com higiene e manutenção da saúde.",,,,
SAE,2024,AF,9,L2,CIE,EF22_9_CIE_L2_U2_02_OD1,ESTRUTURA E FUNCIONAMENTO DA CÉLULA,-,SIM,"3,944",https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF22_9_CIE_L2_U2_02_OD1,-,,,,,,,,
SAE,-,-,-,-,-,EI23_5A_L3_U1_01_OD2,Figuras construídas com formas geométricas,-,NÃO,"4,397",https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EI23_5A_L3_U1_01_OD2,-,-,-,-,-,-,-,,
SAE,2024,AF,8,L4,ESP,EF22_8_ESP_L4_U5_02_OD1,LENGUAJE COLOQUIAL,-,NÃO,,https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF22_8_ESP_L4_U5_02_OD1,-,,,,,,,,
SAE,2024,AI,4,L1,ESP,EF22_4_ESP_L1_U1_02_OD1,La familia,-,NÃO,"2,5",https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF22_4_ESP_L1_U1_02_OD1,-,,,,,,,,
SAE,2024,AI,4,L2,HIS,EF22_4_HIS_L2_U2_01_OD1,Modo de vida dos indígenas,-,SIM,"4,2",https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF22_4_HIS_L2_U2_01_OD1,Vídeo,Básico,5,Ampliação,,Já selecionado para reaproveitamento,HIS 22 CAP5,,
SAE,2024,AI,3,L1,MAT,EF22_3_MAT_L1_U2_02_OD2,Subtração com Reserva,-,SIM,"3,917",https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF22_3_MAT_L1_U2_02_OD2,Vídeo,Reprovado,N/A,N/A,Recurso obsoleto,,,,
SAE,2024,AI,5,L3,POR,EF21_5_POR_L3_U5_01_OD1,Diferenciando frases e orações,-,SIM,"4,185",https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF21_5_POR_L3_U5_01_OD1,-,,,,,,,,
SAE,-,-,-,-,-,EI23_5A_L4_LA_03_OD2,Cuidando da Vida Marinha,EDUCATIONAL_GAME,SIM,"4,412",https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EI23_5A_L4_LA_03_OD2,-,-,-,-,-,-,-,,
SAE,2024,AI,1,L3,MAT,EF21_1_MAT_L3_U7_01_OD1,Difíceis ou fáceis de rolar?,-,SIM,4,https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF21_1_MAT_L3_U7_01_OD1,-,Reprovado,N/A,N/A,Não há vantagem sobre o impresso.,,,,
SAE,-,-,-,-,-,EXT24_3_GEO_L3_A_L3_24_OD1,Como funciona a geração de energia solar,-,NÃO,,https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EXT24_3_GEO_L3_A_L3_24_OD1,-,-,-,-,-,-,-,,
SAE,2024,AF,7,L1,ING,EF22_7_ING_L1_U2_02_OD1,Endangered animals and the WWF,-,SIM,"3,333",https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF22_7_ING_L1_U2_02_OD1,Vídeo,,,,,,,,
SAE,2024,AF,9,L4,HIS,EF22_9_HIS_L4_U7_01_OD1,Meios de comunicação,-,SIM,"4,167",https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF22_9_HIS_L4_U7_01_OD1,-,,,,,,,,
SAE,2024,AI,5,L1,EDF,EF22_5_EDF_L1_U1_02_OD1,Conhecendo o Frisbee,-,SIM,"3,333",https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF22_5_EDF_L1_U1_02_OD1,Informativo,,,,,,,,
SAE,2024,AI,3,L2,ING,EF22_3_ING_L2_U5_01_OD1,SEASONS OF THE YEAR AND TEMPERATURE,-,NÃO,"3,333",https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF22_3_ING_L2_U5_01_OD1,-,Básico,4,Substituição,"Recurso obsoleto, mas é possível utilizar apenas a locução e alterar o vídeo para ilustrações da Adobe.",,,,
SAE,2024,AI,4,L3,ING,EF21_4_ING_L3_U6_02_OD1,Countryside,-,NÃO,,https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF21_4_ING_L3_U6_02_OD1,-,,,,,,,,
SAE,2024,AF,6,L3,ART,EF21_6_ART_L3_U3_04_OD2,William Shakespeare e suas obras,-,SIM,"3,667",https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF21_6_ART_L3_U3_04_OD2,-,Reprovado,N/A,N/A,Não há vantagem sobre o impresso,,,,
SAE,2024,AI,3,L4,ING,EF22_3_ING_L4_U1_02_OD1,Lucas’ routine,-,NÃO,,https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF22_3_ING_L4_U1_02_OD1,-,Básico,5,Ampliação,-,,,,
SAE,2024,AI,3,L4,GEO,EF22_3_GEO_L4_U4_02_OD1,Caminho do ouro,-,NÃO,"3,842",https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF22_3_GEO_L4_U4_02_OD1,-,Básico,4,Ampliação,Incluir orientações de direita e esquerda para que a atividade seja mais significativa.,,,,
SAE,2024,AI,3,L1,GEO,EF22_3_GEO_L1_U1_02_OD1,Elementos de um mapa,-,SIM,"3,633",https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF22_3_GEO_L1_U1_02_OD1,Informativo,Reprovado,N/A,N/A,Não há vantagem sobre o impresso.,,,,
SAE,2024,AI,5,L2,ING,EF22_5_ING_L2_U8_01_OD1,Past inventions,-,NÃO,4,https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF22_5_ING_L2_U8_01_OD1,-,,,,,,,,
SAE,2024,AF,6,L1,HIS,EF22_6_HIS_L1_U2_03_OD3,Imhotep,-,NÃO,"3,667",https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF22_6_HIS_L1_U2_03_OD3,Vídeo,Básico,5,Substituição,-,,,,
SAE,2024,AI,4,L3,ART,EF21_4_ART_L3_U3_01_OD1,Representação Figurativa,-,SIM,"4,571",https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF21_4_ART_L3_U3_01_OD1,-,,,,,,,,
SAE,2024,AI,4,L1,ESP,EF22_4_ESP_L1_U3_02_OD1,Recetas,-,NÃO,"2,25",https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF22_4_ESP_L1_U3_02_OD1,-,,,,,,,,
SAE,2024,AF,8,L3,ING,EF21_8_ING_L3_U5_01_OD1,Gerunds as subjects,-,NÃO,"3,1",https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF21_8_ING_L3_U5_01_OD1,-,,,,,,,,
SAE,2024,AI,5,L4,MAT,EF22_5_MAT_L4_U10_01_OD2,Giros e ângulos,-,SIM,"4,25",https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF22_5_MAT_L4_U10_01_OD2,-,,,,,,,,
SAE,2024,AI,3,L1,FIL,EF22_3_FIL_L1_U1_03_OD1,As consequências da curiosidade!,-,SIM,"4,7",https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF22_3_FIL_L1_U1_03_OD1,Quiz,Reprovado,N/A,N/A,Não há vantagem sobre o impresso.,,,,
SAE,2024,AI,3,L2,GEO,EF22_3_GEO_L2_U2_02_OD1,Tipos de paisagens,-,SIM,"4,167",https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF22_3_GEO_L2_U2_02_OD1,-,Reprovado,N/A,N/A,Não há vantagem sobre o impresso.,,,,
SAE,2024,AI,4,L4,ING,EF22_4_ING_L4_U7_01_OD1,Feelings,-,SIM,"3,9",https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF22_4_ING_L4_U7_01_OD1,-,,,,,,,,
SAE,2024,AI,2,L1,MAT,EF22_2_MAT_L1_U1_03_OD1,Ideias de par e ímpar,-,NÃO,"4,386",https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF22_2_MAT_L1_U1_03_OD1,clique e arrasta,Básico,5,Ampliação,Mais representatividade para os personagens.,,,,
SAE,2024,AF,6,L3,ING,EF22_6_ING_L3_U5_01_OD1,ACTIONS,-,SIM,"4,02",https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF22_6_ING_L3_U5_01_OD1,-,Adequado,6,Ampliação,-,,,,
SAE,2024,AI,2,L2,ING,EF22_2_ING_L2_U6_02_OD1,Community helpers,-,NÃO,"3,08",https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF22_2_ING_L2_U6_02_OD1,-,Reprovado,N/A,N/A,Recurso pouco atrativo e pouco relevante.,,,,
SAE,-,-,-,-,-,EXT24_3_POR_L1_A_01_OD1,Variações históricas da Língua Portuguesa no Brasil,-,SIM,5,https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EXT24_3_POR_L1_A_01_OD1,-,-,-,-,-,-,-,,
SAE,2024,AF,9,L1,POR,EF22_9_POR_L1_U3_01_OD2,ORAÇÕES COORDENADAS SINDÉTICAS,-,NÃO,"4,667",https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF22_9_POR_L1_U3_01_OD2,Vídeo,,,,,,,,
SAE,2024,AF,8,L1,ESP,EF22_8_ESP_L1_U8_02_OD1,Costumbres y tradiciones hispánicas,-,NÃO,,https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF22_8_ESP_L1_U8_02_OD1,-,,,,,,,,
SAE,2024,AF,7,L3,ING,EF21_7_ING_L3_U5_02_OD2,POSSESSIVE PRONOUNS,-,SIM,3,https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF21_7_ING_L3_U5_02_OD2,-,Bom,9,Ampliação,-,,,Selecionado para ING 71,
SAE,2024,AI,1,L2,MAT,EF22_1_MAT_L2_U4_01_OD1,Unidades de medida,-,NÃO,"4,667",https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF22_1_MAT_L2_U4_01_OD1,-,Básico,5,Ampliação,-,,,,
SAE,2024,AI,5,L4,MAT,EF22_5_MAT_L4_U10_02_OD2,Ilusão de ÓPtica,-,SIM,"4,545",https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF22_5_MAT_L4_U10_02_OD2,-,,,,,,,,
SAE,-,-,-,-,-,EXT24_3_FIS_L1_B_02_OD1,A física da música,-,SIM,,https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EXT24_3_FIS_L1_B_02_OD1,-,-,-,-,-,-,-,,
SAE,2024,AF,6,L3,ART,EF21_6_ART_L3_U3_03_OD1,Vitrais de Chagall,-,SIM,"3,684",https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF21_6_ART_L3_U3_03_OD1,-,Reprovado,N/A,N/A,Não há vantagem sobre o impresso,,,,
SAE,-,-,-,-,-,EXT24_3_BIO_L4_C_14_OD1,Fatores evolutivos,-,SIM,4,https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EXT24_3_BIO_L4_C_14_OD1,-,-,-,-,-,-,-,,
SAE,2024,AF,7,L3,MAT,EF21_7_MAT_L3_U7_02_OD1,Métodos de resolução de um sistema de equações do 1º grau,-,SIM,"3,205",https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF21_7_MAT_L3_U7_02_OD1,-,Reprovado,N/A,N/A,Não há vantagem sobre o impresso.,,,,
SAE,2024,AF,9,L3,MAT,EF21_9_MAT_L3_U7_02_OD1,O conceito de média,-,SIM,"4,333",https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF21_9_MAT_L3_U7_02_OD1,-,,,,,,,,
SAE,2024,AI,3,L4,ING,EF22_3_ING_L4_U7_03_OD2,I go to...,-,SIM,"3,25",https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF22_3_ING_L4_U7_03_OD2,-,Básico,5,Ampliação,Atualizar a voz da criança para uma voz mais infantil,,,,
SAE,-,-,-,-,-,EI24_5A_L1_U1_01_OD1,Jogo da memória das plantas,-,SIM,"4,722",https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EI24_5A_L1_U1_01_OD1,-,-,-,-,-,-,-,,
SAE,2024,AI,4,L3,CIE,EF21_4_CIE_L3_U3_01_OD2,Ampliando as bactérias,-,SIM,"3,946",https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF21_4_CIE_L3_U3_01_OD2,-,Adequado,7,Modificação,,Já selecionado para reaproveitamento,CIE 62 CAP.5,,
SAE,2024,AI,2,L3,MAT,EF21_2_MAT_L3_U6_02_OD1,Colocando em ordem cronológica,-,SIM,"4,276",https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF21_2_MAT_L3_U6_02_OD1,-,Básico,5,Ampliação,-,,,HIS 23 CAP.7,
SAE,2024,AF,8,L1,ESP,EF22_8_ESP_L1_U2_01_OD1,¿Qué error?,-,NÃO,"3,333",https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF22_8_ESP_L1_U2_01_OD1,-,,,,,,,,
SAE,2024,AI,4,L4,ART,EF22_4_ART_L4_U4_02_OD1,Que som é esse?,-,NÃO,"4,6",https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF22_4_ART_L4_U4_02_OD1,-,,,,,Já selecionado para reaproveitamento,ART 22 CAP. 4,,
SAE,2024,AI,2,L1,ART,EF22_2_ART_L1_U1_02_OD1,A história das perucas,-,NÃO,"3,818",https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF22_2_ART_L1_U1_02_OD1,Informativo,Reprovado,N/A,N/A,Não há vantagem sobre o impresso,,,,
SAE,2024,AI,5,L2,ING,EF22_5_ING_L2_U5_01_OD2,A and An,-,NÃO,"4,25",https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF22_5_ING_L2_U5_01_OD2,-,,,,,,,,
SAE,2024,AF,8,L2,CIE,EF22_8_CIE_L2_U2_02_OD1,Agentes polinizadores e dispersores,-,SIM,"4,143",https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF22_8_CIE_L2_U2_02_OD1,-,,,,,,,,
SAE,2024,AF,9,L2,MAT,EF22_9_MAT_L2_U4_03_OD2,Sinais das funções quadráticas,-,SIM,"3,8",https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF22_9_MAT_L2_U4_03_OD2,-,,,,,,,,
SAE,2024,AF,9,L2,POR,EF22_9_POR_L2_U5_02_OD2,Formação das palavras,-,NÃO,"2,833",https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF22_9_POR_L2_U5_02_OD2,-,,,,,,,,
SAE,-,-,-,-,-,EXT23_3_MAT_L1_A_06_OD1,Representação geométrica de uma P.A.,-,SIM,,https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EXT23_3_MAT_L1_A_06_OD1,-,-,-,-,-,-,-,,
SAE,-,-,-,-,-,EI22_4A_L3_U4_01_OD2,CAÇA PALAVRAS DIAS DA SEMANA,-,NÃO,,https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EI22_4A_L3_U4_01_OD2,-,-,-,-,-,-,-,,
SAE,2024,AI,4,L2,EDF,EF22_4_EDF_L2_U1_01_OD2,Esportes de Campo e Taco,-,NÃO,"4,778",https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF22_4_EDF_L2_U1_01_OD2,Game educacional,,,,,,,,
SAE,2024,AI,4,L3,ESP,EF21_4_ESP_L3_U2_03_OD1,La cocina,-,NÃO,,https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF21_4_ESP_L3_U2_03_OD1,-,,,,,,,,
SAE,2024,AF,8,L2,MAT,EF23_8_MAT_L2_U4_02_OD2,REVENDO O MMC E MDC,-,NÃO,,https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF23_8_MAT_L2_U4_02_OD2,-,,,,,,,,
SAE,2024,AI,1,L2,ING,EF22_1_ING_L2_U6_02_OD2,Toys,-,NÃO,4,https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF22_1_ING_L2_U6_02_OD2,-,Bom,9,Ampliação,N/A,,,,
SAE,2024,AF,9,L3,ING,EF21_9_ING_L3_U5_01_OD2,THIRD CONDITIONAL,-,NÃO,"3,4",https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF21_9_ING_L3_U5_01_OD2,-,,,,,,,,
SAE,2024,AI,3,L1,POR,EF22_3_POR_L1_U2_02_OD2,Palavras terminadas em U e L.,-,SIM,"4,333",https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF22_3_POR_L1_U2_02_OD2,Quiz,Reprovado,N/A,N/A,Não há vantagem sobre o impresso.,,,,
SAE,2024,AF,9,L1,MAT,EF22_9_MAT_L1_U2_02_OD2,Soluções de um sistema envolvendo uma equação do 2º grau,-,SIM,"4,5",https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF22_9_MAT_L1_U2_02_OD2,Quiz,,,,,,,,
SAE,2024,AF,9,L4,MAT,EF22_9_MAT_L4_U9_02_OD3,Verificação da área do círculo por meio de um retângulo,-,SIM,"3,5",https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF22_9_MAT_L4_U9_02_OD3,-,,,,,,,,
SAE,2024,AF,6,L4,ING,EF22_6_ING_L4_07_02_0D1_OD1,DAILY ROUTINE,-,NÃO,,https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF22_6_ING_L4_07_02_0D1_OD1,-,Reprovado,N/A,N/A,Não há vantagem sobre o impresso.,,,,
SAE,2024,AF,6,L4,ART,EF22_6_ART_L4_U4_03_OD1,Para que servem as danças rituais?,-,SIM,"4,167",https://livrodigital.sae.digital/objeto-digital/,https://livrodigital.sae.digital/objeto-digital/EF22_6_ART_L4_U4_03_OD1,-,Reprovado,N/A,N/A,Não há vantagem sobre o impresso,,,,
